선명,입항횟수,입항횟수.1,외내,입출,총톤수,입항일시,출항일시,계선장소,차항지,전출항지,선박용도,number,예선,도선
WOO CHOON,2022,36,내항,출항,"3,969",2022-10-01 08:05,2022-10-02 03:05,UTT부두,여수,여수,석유제품 운반선,11,N,N
CRANE OCEANO,2022,24,외항,출항,"4,164",2022-10-01 08:40,2022-10-02 02:55,SK4부두,"SENDAI, MIYAGI",IWAKUNI,케미칼 운반선,22,N,N
FUJI GALAXY,2022,3,외항,입항,"16,448",2022-10-01 10:30,2022-10-02 22:48,4부두 02,YIZHENG,VANCOUVER,석유제품 운반선,11,N,N
금창호,2022,91,내항,출항,999,2022-10-01 11:35,2022-10-01 20:00,SK1부두 11,부산,부산,석유제품 운반선,11,Y,Y
21동방,2022,43,내항,입항,329,2022-10-01 11:40,2022-10-02 15:00,7부두 01,부산,부산,석유제품 운반선,11,Y,Y
정은,2022,83,내항,출항,507,2022-10-01 13:15,2022-10-02 00:45,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
삼표 2,2022,6,내항,출항,"5,457",2022-10-01 13:42,2022-10-02 10:48,2부두 03,삼척,삼척,시멘트운반선,14,N,N
삼표 2,2022,6,내항,입항,"5,457",2022-10-01 13:42,2022-10-02 10:48,2부두 03,삼척,삼척,시멘트운반선,14,Y,Y
동명호,2022,95,내항,출항,997,2022-10-01 15:50,2022-10-01 22:20,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
송양1호,2022,124,내항,출항,"1,200",2022-10-01 17:00,2022-10-02 08:55,SK2부두 01,광양,부산,석유제품 운반선,11,Y,N
제1한미르호,2022,93,내항,출항,"1,941",2022-10-01 17:05,2022-10-06 17:00,SK1부두 11,동해,부산,석유제품 운반선,11,Y,N
NEW HARMONY,2022,18,내항,입항,"4,060",2022-10-01 17:45,2022-10-02 15:00,4부두 01,대산,대산,석유제품 운반선,11,N,N
NEW HARMONY,2022,18,외항,출항,"4,060",2022-10-01 17:45,2022-10-02 15:00,4부두 01,TOKUYAMA,대산,석유제품 운반선,11,N,N
천진호,2022,92,내항,출항,753,2022-10-01 18:00,2022-10-02 05:55,SK2부두 01,부산,여수,석유제품 운반선,11,Y,Y
68세한호,2022,16,내항,출항,299,2022-10-01 18:00,2022-10-02 05:35,SK2부두 02,여수,여수,석유제품 운반선,11,Y,Y
월우호,2022,32,내항,입항,145,2022-10-01 19:20,2022-10-02 00:10,5부두 01,부산,부산,석유제품 운반선,11,Y,Y
DAEHO SEOUL,2022,7,내항,입항,"1,584",2022-10-01 22:20,2022-10-02 19:40,2부두 01,묵호,인천,일반화물선,19,Y,Y
DAEHO SEOUL,2022,7,내항,출항,"1,584",2022-10-01 22:20,2022-10-02 19:40,2부두 01,옥계항,인천,일반화물선,19,Y,Y
한동20호,2022,84,내항,출항,"1,502",2022-10-01 23:30,2022-10-02 09:20,SK2부두 01,제주,마산,석유제품 운반선,11,Y,Y
CRANE ARIEL,2022,30,외항,출항,"4,862",2022-10-02 00:05,2022-10-03 20:55,SK4부두,MIZUSHIMA,KAWASAKI,케미칼 운반선,22,N,N
OLYMPIA ROAD,2022,6,외항,입항,"4,239",2022-10-02 00:10,2022-10-02 15:18,가스부두,TAIXING,TIANJIN,LPG 운반선,2,N,N
HANYU VICTORIA,2022,8,외항,출항,"5,074",2022-10-02 00:10,2022-10-08 00:30,SK2부두 01,LANSHAN PT,MIHARA,석유제품 운반선,11,N,N
오성호,2022,44,내항,출항,999,2022-10-02 01:50,2022-10-02 16:55,SK2부두 01,광양,광양,석유제품 운반선,11,N,N
제11쌍용,2022,18,내항,출항,"1,117",2022-10-02 02:10,2022-10-02 09:25,1부두 01,기타항,부산,일반화물선,19,N,N
제11쌍용,2022,18,내항,입항,"1,117",2022-10-02 02:10,2022-10-02 09:25,1부두 01,기타항,부산,일반화물선,19,N,N
에이치와이 부산,2022,89,내항,출항,499,2022-10-02 02:10,2022-10-02 09:05,SK1부두 11,부산,광양,석유제품 운반선,11,Y,Y
GREENERY SEA,2022,1,외항,출항,"22,402",2022-10-02 06:20,2022-10-06 22:45,6부두 04,LIANYUNGANG,NAOETSU,산물선(벌크선),10,Y,Y
ASIA GAS,2022,3,외항,입항,"3,478",2022-10-02 07:15,2022-10-02 11:30,일반부두 08,울산,TAICHUNG,LPG 운반선,2,Y,N
ASIA GAS,2022,3,외항,출항,"3,478",2022-10-02 07:15,2022-10-02 11:30,일반부두 08,울산,TAICHUNG,LPG 운반선,2,Y,N
AMIS WISDOM III,2022,1,외항,출항,"34,795",2022-10-02 07:40,2022-10-14 20:50,염포부두 02,MOBILE,광양,산물선(벌크선),10,Y,Y
AMIS WISDOM III,2022,1,외항,입항,"34,795",2022-10-02 07:40,2022-10-14 20:50,염포부두 02,MOBILE,광양,산물선(벌크선),10,Y,Y
경성,2022,84,내항,출항,"1,994",2022-10-02 07:45,2022-10-03 02:30,SK2부두 01,마산,동해,석유제품 운반선,11,Y,Y
제1은희호,2022,18,내항,입항,"2,458",2022-10-02 09:00,2022-10-02 18:10,SK5부두,여천항,부산,기타 유조선,7,Y,Y
제1은희호,2022,18,내항,출항,"2,458",2022-10-02 09:00,2022-10-02 18:10,SK5부두,여천항,부산,기타 유조선,7,Y,Y
STOLT INSPIRATION,2022,1,외항,출항,"24,625",2022-10-02 09:15,2022-10-06 06:15,4부두 02,기타항,OSAKA,석유제품 운반선,11,Y,Y
STAR HOPE,2022,27,내항,출항,"1,698",2022-10-02 12:10,2022-10-03 00:30,3부두 02,여수,여수,케미칼 운반선,22,N,N
STAR HOPE,2022,27,내항,입항,"1,698",2022-10-02 12:10,2022-10-03 00:30,3부두 02,여수,여수,케미칼 운반선,22,N,N
LAPIS ARROW,2022,6,외항,출항,"41,000",2022-10-02 12:30,2022-10-02 18:55,자동차부두 02,NEW WESTMINSTER,목포,자동차운반선,20,Y,Y
LAPIS ARROW,2022,6,외항,입항,"41,000",2022-10-02 12:30,2022-10-02 18:55,자동차부두 02,NEW WESTMINSTER,목포,자동차운반선,20,Y,Y
SUSEONG ACE,2022,5,내항,입항,"4,800",2022-10-02 12:40,2022-10-03 16:00,2부두 03,동해,동해,시멘트운반선,14,Y,Y
SUSEONG ACE,2022,5,내항,출항,"4,800",2022-10-02 12:40,2022-10-03 16:00,2부두 03,동해,동해,시멘트운반선,14,Y,Y
1거성,2022,9,내항,출항,287,2022-10-02 12:55,2022-10-02 14:30,2부두 03,부산,부산,석유제품 운반선,11,N,N
1거성,2022,9,내항,입항,287,2022-10-02 12:55,2022-10-02 14:30,2부두 03,부산,부산,석유제품 운반선,11,N,N
ROYAL SAMBU,2022,22,외항,입항,"2,438",2022-10-02 13:40,2022-10-03 11:25,3부두 01,MIZUSHIMA,기타항,석유제품 운반선,11,N,Y
CHEMROAD WING,2022,2,외항,출항,"18,733",2022-10-02 14:25,2022-10-03 19:40,UTT부두,JIANGYIN PT,SINGAPORE,케미칼 운반선,22,N,N
TRITON,2022,36,내항,입항,"2,041",2022-10-02 14:40,2022-10-04 08:10,9부두 01,평택.당진,목포,석유제품 운반선,11,N,N
TRITON,2022,36,내항,출항,"2,041",2022-10-02 14:40,2022-10-04 08:10,9부두 01,평택.당진,목포,석유제품 운반선,11,N,N
ASIA GAS,2022,4,내항,출항,"3,478",2022-10-02 14:50,2022-10-04 22:30,SK2부두 01,인천,울산,LPG 운반선,2,Y,Y
ASIA GAS,2022,4,외항,입항,"3,478",2022-10-02 14:50,2022-10-04 22:30,일반부두 08,인천,울산,LPG 운반선,2,Y,Y
BUSAN PIONEER,2022,5,외항,출항,"2,696",2022-10-02 15:00,2022-10-04 11:00,SK4부두,CAOJING,여수,케미칼 운반선,22,Y,Y
CHEMICAL MARKETER,2022,8,외항,출항,"8,261",2022-10-02 15:20,2022-10-07 09:35,SK5부두,TAICHUNG,여수,케미칼 운반선,22,Y,Y
삼원썬,2022,92,내항,출항,999,2022-10-02 15:30,2022-10-03 16:55,SK5부두,부산,부산,석유제품 운반선,11,Y,Y
NO.3 SJ GAS,2022,14,외항,출항,"2,099",2022-10-02 17:45,2022-10-04 03:50,일반부두 08,여수,JIANGYIN PT,LPG 운반선,2,Y,Y
3선영,2022,54,내항,출항,998,2022-10-02 18:20,2022-10-02 23:55,SK2부두 01,광양,부산,석유제품 운반선,11,Y,N
3선영,2022,54,내항,입항,998,2022-10-02 18:20,2022-10-02 23:55,SK2부두 01,광양,부산,석유제품 운반선,11,Y,N
스카이스타,2022,69,내항,출항,549,2022-10-02 18:55,2022-10-04 12:40,SK2부두 02,부산,부산,원유운반선,18,Y,N
GOLDEN BELLE HANA,2022,31,외항,출항,"3,910",2022-10-02 21:19,2022-10-04 01:05,SK5부두,ZHAPU PT,"NAGOYA, OITA",석유제품 운반선,11,Y,N
진양1호,2022,98,내항,출항,"1,995",2022-10-02 22:10,2022-10-04 10:40,SK2부두 01,부산,마산,석유제품 운반선,11,Y,Y
27 KUM JIN,2022,1,내항,입항,"1,855",2022-10-03 00:10,2022-10-03 21:30,2부두 02,묵호,인천,일반화물선,19,Y,Y
27 KUM JIN,2022,1,내항,출항,"1,855",2022-10-03 00:10,2022-10-03 21:30,2부두 02,인천,인천,일반화물선,19,Y,Y
SUN VENUS,2022,36,외항,입항,"4,543",2022-10-03 01:50,2022-10-06 10:55,가스부두,MIZUSHIMA,MIZUSHIMA,석유제품 운반선,11,Y,Y
보광비너스,2022,74,내항,출항,996,2022-10-03 02:15,2022-10-03 17:50,SK2부두 01,삼천포,부산,석유제품 운반선,11,Y,Y
INFINITY SAMBU,2022,3,내항,출항,"3,494",2022-10-03 02:40,2022-10-06 16:55,SK4부두,여천항,여천항,석유제품 운반선,11,Y,Y
부광1호,2022,95,내항,출항,995,2022-10-03 02:45,2022-10-03 10:10,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
부광5호,2022,93,내항,출항,"1,162",2022-10-03 03:05,2022-10-03 09:00,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
부광5호,2022,93,내항,입항,"1,162",2022-10-03 03:05,2022-10-03 09:00,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
17유성호,2022,97,내항,입항,438,2022-10-03 03:30,2022-10-03 06:40,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
17유성호,2022,97,내항,출항,438,2022-10-03 03:30,2022-10-03 06:40,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
디엘 루비,2022,40,내항,출항,"6,716",2022-10-03 06:00,2022-10-06 17:10,SK5부두,부산,인천,석유제품 운반선,11,N,N
삼진1호,2022,94,내항,출항,890,2022-10-03 06:30,2022-10-03 16:10,SK1부두 11,부산,부산,석유제품 운반선,11,Y,Y
ORCA ACE,2022,3,외항,출항,"63,116",2022-10-03 07:05,2022-10-04 18:20,6부두 02,BRISBANE,평택.당진,자동차운반선,20,Y,Y
ORCA ACE,2022,3,외항,입항,"63,116",2022-10-03 07:05,2022-10-04 18:20,자동차부두 01,BRISBANE,평택.당진,자동차운반선,20,Y,Y
LOWLANDS FUTURE,2022,1,외항,출항,"34,229",2022-10-03 07:15,2022-10-23 19:30,6부두 05,BALTIMORE,평택.당진,일반화물선,19,Y,Y
LOWLANDS FUTURE,2022,1,외항,입항,"34,229",2022-10-03 07:15,2022-10-23 19:30,6부두 05,BALTIMORE,평택.당진,일반화물선,19,N,N
NEPTUNE BARCELONA,2022,3,외항,출항,"56,677",2022-10-03 07:25,2022-10-04 17:10,자동차부두 03,SANDIEGO,광양,자동차운반선,20,N,N
NEPTUNE BARCELONA,2022,3,외항,입항,"56,677",2022-10-03 07:25,2022-10-04 17:10,자동차부두 02,SANDIEGO,광양,자동차운반선,20,Y,N
천진호,2022,93,내항,출항,753,2022-10-03 07:35,2022-10-05 01:00,SK1부두 11,부산,부산,석유제품 운반선,11,Y,N
XIANG AN KOU,2022,1,외항,입항,"38,935",2022-10-03 08:00,2022-10-07 19:00,염포부두 01,KITIMAT,KITIMAT,일반화물선,19,N,N
XIANG AN KOU,2022,1,외항,출항,"38,935",2022-10-03 08:00,2022-10-07 19:00,염포부두 01,QINGDAO,KITIMAT,일반화물선,19,N,N
RUI YANG,2022,1,외항,입항,"2,879",2022-10-03 08:00,2022-10-07 15:40,3부두 01,OCEAN DISTRICT,ZHENJIANG PT,일반화물선,19,Y,Y
RUI YANG,2022,1,외항,출항,"2,879",2022-10-03 08:00,2022-10-07 15:40,3부두 01,DONGJIANGKOU,ZHENJIANG PT,일반화물선,19,Y,Y
BLUE KINGDOM,2022,36,외항,출항,"1,984",2022-10-03 08:05,2022-10-04 05:00,SK1부두 11,OURA/ARIAKE,NAOETSU,석유제품 운반선,11,N,N
PVT AZURA,2022,1,외항,출항,"11,919",2022-10-03 10:48,2022-10-05 00:40,SK3부두,BANGKOK,KOH SICHANG,케미칼 운반선,22,N,N
FOREVER CONFIDENCE,2022,1,외항,출항,"29,063",2022-10-03 11:00,2022-10-13 13:05,SK6부두,"FERNDALE, WA",CEBU,석유제품 운반선,11,Y,N
태진,2022,67,내항,출항,743,2022-10-03 11:45,2022-10-04 04:53,SK2부두 02,부산,부산,석유제품 운반선,11,Y,N
세창비너스,2022,61,내항,입항,"1,668",2022-10-03 12:10,2022-10-04 05:00,SK1부두 12,여천항,여천항,석유제품 운반선,11,N,N
세창비너스,2022,61,내항,출항,"1,668",2022-10-03 12:10,2022-10-04 05:00,SK1부두 12,여천항,여천항,석유제품 운반선,11,N,N
209현대호,2022,44,내항,출항,320,2022-10-03 13:55,2022-10-03 23:55,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
JS JIANGYIN,2022,15,외항,출항,"5,060",2022-10-03 14:20,2022-10-10 14:40,2부두 03,NANTONG PT,ZHENJIANG PT,케미칼 운반선,22,Y,Y
덕진호,2022,52,내항,출항,291,2022-10-03 17:15,2022-10-04 23:55,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
GLOVIS CHALLENGE,2022,1,외항,입항,"58,465",2022-10-03 18:15,2022-10-06 21:05,자동차부두 03,목포,SINGAPORE,자동차운반선,20,Y,Y
GLOVIS CHALLENGE,2022,1,외항,출항,"58,465",2022-10-03 18:15,2022-10-06 21:05,6부두 02,목포,SINGAPORE,자동차운반선,20,Y,Y
LEFKARA,2022,1,외항,출항,"30,040",2022-10-03 19:55,2022-10-07 20:10,SK6부두,SAKAI,여수,석유제품 운반선,11,Y,Y
103동성호,2022,82,내항,출항,498,2022-10-03 20:10,2022-10-04 21:45,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
금창호,2022,92,내항,출항,999,2022-10-03 22:05,2022-10-05 05:25,SK2부두 01,여수,부산,석유제품 운반선,11,Y,Y
BELIEF GAS,2022,18,내항,출항,"3,203",2022-10-03 22:15,2022-10-05 10:30,3부두 02,여수,여수,LPG 운반선,2,Y,N
송양1호,2022,125,내항,출항,"1,200",2022-10-03 23:25,2022-10-06 02:00,SK2부두 01,진해,광양,석유제품 운반선,11,Y,N
SUN EDELWEISS,2022,12,외항,출항,"3,595",2022-10-03 23:45,2022-10-07 18:20,5부두 01,SHANGHAI,CAOJING,케미칼 운반선,22,Y,Y
NO.25 KUMJIN,2022,3,내항,출항,"1,607",2022-10-04 00:40,2022-10-05 16:10,3부두 01,인천,인천,일반화물선,19,Y,Y
ANGEL BLUE,2022,44,외항,출항,"1,637",2022-10-04 02:10,2022-10-04 16:45,SK1부두 11,MIHARA,OSAKA,석유제품 운반선,11,N,N
동방1호,2022,50,내항,출항,388,2022-10-04 03:20,2022-10-05 22:45,자동차부두 01,부산,부산,석유제품 운반선,11,N,N
MS GAS,2022,46,내항,출항,998,2022-10-04 04:25,2022-10-05 18:20,4부두 01,여수,여수,LPG 운반선,2,Y,N
한동20호,2022,85,내항,출항,"1,502",2022-10-04 05:05,2022-10-04 22:50,SK2부두 01,제주,제주,석유제품 운반선,11,Y,N
TAIHAI 5,2022,22,외항,입항,"3,038",2022-10-04 06:50,2022-10-07 19:15,SK1부두 12,ZHENJIANG PT,ZHENJIANG PT,케미칼 운반선,22,Y,Y
TAIHAI 5,2022,22,외항,출항,"3,038",2022-10-04 06:50,2022-10-07 19:15,염포부두 03,CHANGSHU,ZHENJIANG PT,케미칼 운반선,22,Y,Y
KEOYOUNG BLUE 1,2022,27,외항,출항,"1,423",2022-10-04 06:55,2022-10-04 21:20,일반부두 06,여수,"KASHIMA, IBARAKI",석유제품 운반선,11,Y,Y
DONG AN,2022,1,외항,출항,"5,552",2022-10-04 07:24,2022-10-14 12:30,1부두 01,ZHENJIANG PT,"BONTANG, KL",일반화물선,19,Y,Y
이어도호,2022,1,내항,입항,357,2022-10-04 08:00,2022-10-06 10:45,일반부두 03,기타항,기타항,관공선,4,N,N
이어도호,2022,1,내항,출항,357,2022-10-04 08:00,2022-10-06 10:45,일반부두 03,기타항,기타항,관공선,4,N,N
우성,2022,88,내항,입항,"1,998",2022-10-04 08:20,2022-10-04 22:00,SK2부두 01,부산,동해,석유제품 운반선,11,N,N
KOREA VISION,2022,6,내항,출항,"3,872",2022-10-04 08:20,2022-10-05 22:00,가스부두,여수,여수,LPG 운반선,2,N,N
SULFUR BRAVE,2022,18,외항,출항,"3,887",2022-10-04 09:20,2022-10-06 16:55,SK1부두 12,LONGKOU PT,ZHANGJIAGANG,케미칼 운반선,22,Y,Y
YOUNGSAN GAS,2022,33,외항,출항,999,2022-10-04 09:30,2022-10-07 02:20,SK5부두,OITA,OITA,케미칼가스 운반선,23,Y,Y
ROYAL AQUA,2022,6,외항,출항,"8,539",2022-10-04 10:00,2022-10-05 14:55,UTT부두,JIANGYIN,대산,석유제품 운반선,11,Y,Y
ROYAL AQUA,2022,6,내항,입항,"8,539",2022-10-04 10:00,2022-10-05 14:55,UTT부두,JIANGYIN,대산,석유제품 운반선,11,Y,Y
정은,2022,84,내항,출항,507,2022-10-04 11:40,2022-10-05 03:00,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
명진호,2022,61,내항,출항,460,2022-10-04 12:55,2022-10-08 06:30,2부두 01,부산,부산,급유선,5,N,N
KEOYOUNG STAR,2022,20,외항,출항,"1,530",2022-10-04 15:40,2022-10-05 17:50,가스부두,MIZUSHIMA,부산,케미칼 운반선,22,N,N
금창골드호,2022,48,내항,출항,337,2022-10-04 17:15,2022-10-05 03:35,SK2부두 01,기타항,기타항,석유제품 운반선,11,N,N
SPRING NOTE,2022,17,외항,입항,"2,579",2022-10-04 17:55,2022-10-05 18:05,일반부두 07,SHIMIZU,SHIMIZU,케미칼 운반선,22,Y,Y
유성,2022,104,내항,출항,"1,998",2022-10-04 19:20,2022-10-05 22:35,SK2부두 01,호산항,부산,석유제품 운반선,11,Y,Y
건양호,2022,90,내항,출항,532,2022-10-05 02:15,2022-10-11 00:45,SK2부두 02,여수,부산,석유제품 운반선,11,Y,Y
진양1호,2022,99,내항,출항,"1,995",2022-10-05 02:55,2022-10-05 16:55,SK2부두 01,동해,부산,석유제품 운반선,11,Y,Y
삼진1호,2022,95,내항,출항,890,2022-10-05 03:05,2022-10-07 03:20,SK2부두 01,여천항,광양,석유제품 운반선,11,N,N
BLACK DRAGON,2022,25,외항,입항,"2,106",2022-10-05 04:55,2022-10-05 18:25,SK1부두 12,TOMAKOMAI,RUMOI,석유제품 운반선,11,N,N
BLACK DRAGON,2022,25,외항,출항,"2,106",2022-10-05 04:55,2022-10-05 18:25,SK1부두 12,SODEGAURA,RUMOI,석유제품 운반선,11,N,N
WOOLIM DRAGON 7,2022,8,외항,출항,"6,398",2022-10-05 06:10,2022-10-10 06:10,SK4부두,CAOJING,HONG KONG,케미칼 운반선,22,N,N
103동성호,2022,83,내항,출항,498,2022-10-05 10:55,2022-10-06 00:25,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
에이치와이 부산,2022,90,내항,출항,499,2022-10-05 11:50,2022-10-05 17:35,SK2부두 02,여수,부산,석유제품 운반선,11,N,N
스카이케미,2022,59,내항,출항,"1,772",2022-10-05 15:00,2022-10-07 12:30,SK1부두 12,여천항,부산,석유제품 운반선,11,N,N
MORNING PEACE,2022,1,외항,출항,"66,802",2022-10-05 16:55,2022-10-06 19:55,자동차부두 01,"BRUNSWICK, GA",평택.당진,자동차운반선,20,N,N
MORNING PEACE,2022,1,외항,입항,"66,802",2022-10-05 16:55,2022-10-06 19:55,자동차부두 01,"BRUNSWICK, GA",평택.당진,자동차운반선,20,N,N
보광티아라,2022,79,내항,출항,823,2022-10-05 20:00,2022-10-06 03:00,SK1부두 11,여수,여수,석유제품 운반선,11,N,N
우성,2022,89,내항,출항,"1,998",2022-10-05 21:10,2022-10-06 06:20,SK2부두 01,마산,마산,석유제품 운반선,11,N,N
신영,2022,108,내항,입항,749,2022-10-05 23:15,2022-10-06 02:40,자동차부두 01,부산,부산,석유제품 운반선,11,N,N
신영,2022,108,내항,출항,749,2022-10-05 23:15,2022-10-06 02:40,자동차부두 01,부산,부산,석유제품 운반선,11,N,N
동방에이스호,2022,36,내항,출항,399,2022-10-05 23:30,2022-10-06 17:10,SK2부두 02,동해,동해,기타 유조선,7,N,N
12삼부호,2022,86,내항,입항,299,2022-10-06 00:15,2022-10-06 12:25,SK2부두 01,포항신항,포항신항,석유제품 운반선,11,Y,N
부광1호,2022,96,내항,출항,995,2022-10-06 00:45,2022-10-06 08:50,SK2부두 01,부산,하동화력,석유제품 운반선,11,Y,N
부광1호,2022,96,내항,입항,995,2022-10-06 00:45,2022-10-06 08:50,SK2부두 01,부산,하동화력,석유제품 운반선,11,Y,Y
삼원,2022,88,내항,출항,699,2022-10-06 01:20,2022-10-10 03:15,염포부두 01,기타항,기타항,석유제품 운반선,11,Y,Y
HANYU EMPIRE,2022,14,외항,출항,"4,387",2022-10-06 01:50,2022-10-07 20:10,3부두 01,HAIPHONG,LANSHAN PT,석유제품 운반선,11,Y,Y
WOO HWANG,2022,4,외항,출항,"5,197",2022-10-06 04:15,2022-10-11 06:15,SK5부두,ZHAPU,NINGBO,석유제품 운반선,11,Y,Y
SH OLIVIA,2022,3,외항,출항,"5,519",2022-10-06 04:20,2022-10-07 17:30,SK4부두,CAOJING,QINGDAO PT,석유제품 운반선,11,Y,Y
송순호,2022,76,내항,입항,498,2022-10-06 05:10,2022-10-06 09:55,SK2부두 01,목포,여수,석유제품 운반선,11,Y,Y
송순호,2022,76,내항,출항,498,2022-10-06 05:10,2022-10-06 09:55,SK2부두 01,목포,여수,석유제품 운반선,11,N,N
대진8001,2022,27,내항,출항,302,2022-10-06 05:20,2022-10-06 12:55,9부두 01,기타항,기타항,압항 예선,16,N,N
대진8001,2022,27,내항,입항,302,2022-10-06 05:20,2022-10-06 12:55,9부두 01,기타항,기타항,압항 예선,16,N,N
CS SUMMER,2022,25,외항,출항,"7,688",2022-10-06 06:40,2022-10-10 14:50,SK3부두,TAIPEI,"NAGOYA, OITA",석유제품 운반선,11,N,N
오성호,2022,45,내항,출항,999,2022-10-06 07:00,2022-10-06 18:45,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
111 HYODONG CHEMI,2022,9,외항,입항,"2,101",2022-10-06 07:00,2022-10-07 20:45,일반부두 07,SAKAIDE,SAKAIDE,기타 유조선,7,N,N
MORNING CLARA,2022,3,외항,출항,"60,213",2022-10-06 09:50,2022-10-06 16:25,자동차부두 03,SANTO DOMINGO,평택.당진,자동차운반선,20,Y,N
MORNING CLARA,2022,3,외항,입항,"60,213",2022-10-06 09:50,2022-10-06 16:25,자동차부두 03,SANTO DOMINGO,평택.당진,자동차운반선,20,Y,N
GRAND PIONEER,2022,4,외항,출항,"58,947",2022-10-06 10:06,2022-10-06 21:45,자동차부두 02,YANTAI APT,광양,자동차운반선,20,Y,Y
GRAND PIONEER,2022,4,외항,입항,"58,947",2022-10-06 10:06,2022-10-06 21:45,6부두 02,YANTAI APT,광양,자동차운반선,20,Y,Y
SEATEAM,2022,5,외항,출항,"25,357",2022-10-06 10:20,2022-10-08 04:40,2부두 02,인천,AL FUJAYRAH,LPG 운반선,2,N,N
SEATEAM,2022,5,외항,입항,"25,357",2022-10-06 10:20,2022-10-08 04:40,2부두 02,OCEAN DISTRICT,AL FUJAYRAH,LPG 운반선,2,N,N
제11대영호,2022,47,내항,출항,148,2022-10-06 10:55,2022-10-09 13:40,5부두 01,부산,부산,석유제품 운반선,11,Y,N
세창비너스,2022,62,내항,출항,"1,668",2022-10-06 11:00,2022-10-06 18:20,SK5부두,부산,여천항,석유제품 운반선,11,Y,N
PRELUDE,2022,4,외항,입항,"21,326",2022-10-06 11:55,2022-10-20 12:00,4부두 02,TOKUYAMA,대산,케미칼 운반선,22,Y,Y
CRANE LUNA,2022,27,외항,출항,"3,765",2022-10-06 12:20,2022-10-12 14:00,SK4부두,IWAKUNI,IWAKUNI,석유제품 운반선,11,Y,Y
DORIC VALOUR,2022,1,외항,출항,"32,351",2022-10-06 12:45,2022-10-12 18:20,7부두 01,DALIAN PT,SHIMIZU,산물선(벌크선),10,N,N
DORIC VALOUR,2022,1,외항,입항,"32,351",2022-10-06 12:45,2022-10-12 18:20,7부두 01,OCEAN DISTRICT,SHIMIZU,산물선(벌크선),10,N,N
GOLDEN DENEB,2022,4,외항,출항,"8,018",2022-10-06 13:00,2022-10-09 21:05,SK5부두,JIANGYIN PT,DALIAN PT,케미칼 운반선,22,Y,Y
STOLT ACHIEVEMENT,2022,4,외항,출항,"25,196",2022-10-06 13:50,2022-10-09 01:40,UTT부두,NINGBO,울산,석유제품 운반선,11,Y,Y
3명광호,2022,74,내항,입항,299,2022-10-06 15:15,2022-10-07 09:25,6부두 05,기타항,부산,석유제품 운반선,11,N,N
부광5호,2022,95,내항,출항,"1,162",2022-10-06 15:15,2022-10-07 04:15,SK2부두 01,광양,부산,석유제품 운반선,11,N,N
17유성호,2022,98,내항,출항,438,2022-10-06 15:35,2022-10-07 02:05,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
201해송호,2022,1,내항,출항,163,2022-10-06 15:45,2022-10-21 07:54,일반부두 03,부산,광양,견인용예선,3,N,N
201해송호,2022,1,내항,입항,163,2022-10-06 15:45,2022-10-21 07:54,일반부두 03,부산,광양,견인용예선,3,Y,Y
C. GLORY,2022,3,외항,출항,"162,180",2022-10-06 15:48,2022-10-11 16:36,SK부이 03,SINGAPORE,MINA AL AHMADI,원유운반선,18,Y,Y
C. GLORY,2022,3,외항,입항,"162,180",2022-10-06 15:48,2022-10-11 16:36,SK부이 02,AL FUJAYRAH,MINA AL AHMADI,원유운반선,18,N,N
삼원썬,2022,93,내항,출항,999,2022-10-06 16:20,2022-10-07 04:20,SK5부두,부산,부산,석유제품 운반선,11,N,N
OPEC VICTORY,2022,2,외항,출항,"11,925",2022-10-06 16:35,2022-10-08 07:15,2부두 01,MEJILLONES,SHANGHAI,케미칼 운반선,22,N,N
DOLPHIN GEO SURVEY,2022,5,내항,출항,"2,475",2022-10-06 16:40,2022-10-18 19:55,일반부두 06,기타항,울산,기타선,8,N,N
DOLPHIN GEO SURVEY,2022,5,내항,입항,"2,475",2022-10-06 16:40,2022-10-18 19:55,일반부두 06,기타항,울산,기타선,8,N,N
GOLDEN SUNNY HANA,2022,7,외항,출항,"2,688",2022-10-06 17:15,2022-10-07 16:40,일반부두 07,대산,ZHANGJIAGANG,석유제품 운반선,11,N,N
MORNING CORNELIA,2022,5,외항,입항,"61,002",2022-10-06 17:24,2022-10-06 20:40,자동차부두 03,SINGAPORE,군산,자동차운반선,20,N,N
MORNING CORNELIA,2022,5,외항,출항,"61,002",2022-10-06 17:24,2022-10-06 20:40,자동차부두 03,SINGAPORE,군산,자동차운반선,20,N,N
LMZ FRANCISCO,2022,1,외항,출항,"44,114",2022-10-06 17:36,2022-10-14 00:05,2부두 01,OCEAN DISTRICT,군산,산물선(벌크선),10,Y,N
